,Description,UnitPrice,TotalReturned,Total$Returned,Unit_Sold,Total_Revenue,Net_Revenue,Return_Rate
829,GLASS  BEURRE DISH,3.95,15,59.25,407.0,1607.65,1548.4,3.6855036855036856
830,GLASS  SONGBIRD STORAGE JAR,11.15,1,11.15,56.0,624.4,613.25,1.7857142857142856
831,GLASS  SONGBIRD STORAGE JAR,12.5,3,37.5,69.0,862.5,825.0,4.3478260869565215
832,GLASS APOTHECARY BOTTLE ELIXIR,3.95,5,19.75,353.0,1394.3500000000001,1374.6000000000001,1.41643059490085
833,GLASS APOTHECARY BOTTLE PERFUME,3.95,8,31.6,491.0,1939.45,1907.8500000000001,1.6293279022403258
834,GLASS APOTHECARY BOTTLE TONIC,3.95,6,23.7,417.0,1647.15,1623.45,1.4388489208633095
835,GLASS BON BON JAR,1.65,10,16.5,838.0,1382.6999999999998,1366.1999999999998,1.1933174224343674
836,GLASS BON BON JAR,1.95,3,5.85,425.0,828.75,822.9,0.7058823529411765
837,GLASS CAKE COVER AND PLATE,14.95,2,29.9,2.0,29.9,0.0,100.0
838,GLASS CHALICE BLUE SMALL,0.39,9,3.51,559.0,218.01,214.5,1.6100178890876566
839,GLASS CHALICE BLUE SMALL,1.65,2,3.3,61.0,100.64999999999999,97.35,3.278688524590164
840,GLASS CHALICE GREEN  LARGE,2.1,7,14.7,96.0,201.60000000000002,186.90000000000003,7.291666666666667
841,GLASS CHALICE GREEN  SMALL,1.65,1,1.65,21.0,34.65,33.0,4.761904761904762
842,GLASS CLOCHE LARGE,7.65,1,7.65,241.0,1843.65,1836.0,0.4149377593360996
843,GLASS CLOCHE LARGE,8.5,2,17.0,76.0,646.0,629.0,2.631578947368421
844,GLASS CLOCHE SMALL,3.39,53,179.67,440.0,1491.6,1311.9299999999998,12.045454545454545
845,GLASS CLOCHE SMALL,3.95,10,39.5,273.0,1078.3500000000001,1038.8500000000001,3.6630036630036633
846,GLASS HEART T-LIGHT HOLDER,0.64,3,1.92,1369.0,876.16,874.24,0.2191380569758948
847,GLASS HEART T-LIGHT HOLDER,0.85,13,11.049999999999999,1328.0,1128.8,1117.75,0.9789156626506025
848,GLASS JAR DAISY FRESH COTTON WOOL,2.95,6,17.700000000000003,292.0,861.4000000000001,843.7,2.054794520547945
849,GLASS JAR DIGESTIVE BISCUITS,2.55,29,73.95,226.0,576.3000000000001,502.3500000000001,12.831858407079647
850,GLASS JAR DIGESTIVE BISCUITS,2.95,27,79.65,223.0,657.8500000000001,578.2000000000002,12.10762331838565
851,GLASS JAR ENGLISH CONFECTIONERY,2.55,62,158.1,334.0,851.7,693.6,18.562874251497004
852,GLASS JAR ENGLISH CONFECTIONERY,2.95,37,109.15,425.0,1253.7500000000002,1144.6000000000001,8.705882352941176
853,GLASS JAR KINGS CHOICE,2.95,3,8.850000000000001,160.0,472.00000000000006,463.15000000000003,1.875
854,GLASS JAR MARMALADE,2.95,10,29.500000000000004,129.0,380.55000000000007,351.05000000000007,7.751937984496124
855,GLASS JAR PEACOCK BATH SALTS,2.95,33,97.35000000000001,196.0,578.2,480.85,16.83673469387755
856,GLASS SPHERE CANDLE STAND MEDIUM,4.95,1,4.95,14.0,69.30000000000001,64.35000000000001,7.142857142857142
857,GLASS STAR FROSTED T-LIGHT HOLDER,4.25,1,4.25,212.0,901.0,896.75,0.4716981132075472
858,GLASS STAR FROSTED T-LIGHT HOLDER,4.95,12,59.4,258.0,1277.1000000000001,1217.7,4.651162790697675
859,GLASS TWIST BON BON JAR,6.65,3,19.950000000000003,24.0,159.60000000000002,139.65000000000003,12.5
860,GLITTER CHRISTMAS TREE WITH BELLS,0.79,1,0.79,538.0,425.02000000000004,424.23,0.18587360594795538
861,GLITTER CHRISTMAS TREE WITH BELLS,1.95,2,3.9,62.0,120.89999999999999,116.99999999999999,3.225806451612903
862,GLITTER HANGING BUTTERFLY STRING,1.69,114,192.66,342.0,577.98,385.32000000000005,33.33333333333333
863,GLITTER HANGING BUTTERFLY STRING,2.1,6,12.6,891.0,1871.1000000000001,1858.5000000000002,0.6734006734006733
864,GLITTER HEART GARLAND WITH BELLS,3.75,30,112.5,242.0,907.5,795.0,12.396694214876034
865,GLITTER STAR GARLAND WITH BELLS,3.75,12,45.0,181.0,678.75,633.75,6.629834254143646
866,GOLD EAR MUFF HEADPHONES,5.49,1,5.49,26.0,142.74,137.25,3.8461538461538463
867,GOLD MINI TAPE MEASURE,0.72,300,216.0,700.0,504.0,288.0,42.857142857142854
868,GOLD MUG BONE CHINA TREE OF LIFE,1.06,13,13.780000000000001,506.0,536.36,522.58,2.5691699604743086
869,GOLD MUG BONE CHINA TREE OF LIFE,1.25,24,30.0,78.0,97.5,67.5,30.76923076923077
870,GOLD SCROLL GLASS T-LIGHT HOLDER,0.39,3,1.17,18.0,7.0200000000000005,5.8500000000000005,16.666666666666664
871,GOLDIE LOOKING MIRROR,4.95,12,59.400000000000006,16.0,79.2,19.799999999999997,75.0
872,GRAND CHOCOLATECANDLE,1.45,7,10.149999999999999,2372.0,3439.4,3429.25,0.2951096121416526
873,GRASS HOPPER WOODEN WALL CLOCK,5.95,1,5.95,5.0,29.75,23.8,20.0
874,GREEN CHRISTMAS TREE CARD HOLDER,1.95,1,1.95,1062.0,2070.9,2068.9500000000003,0.09416195856873823
875,GREEN CHRISTMAS TREE CARD HOLDER,4.25,2,8.5,87.0,369.75,361.25,2.2988505747126435
876,GREEN CHRISTMAS TREE STRING 20LIGHT,4.95,4,19.8,13.0,64.35000000000001,44.55000000000001,30.76923076923077
877,GREEN GIANT GARDEN THERMOMETER,5.95,14,83.3,288.0,1713.6000000000001,1630.3000000000002,4.861111111111112
878,GREEN GOOSE FEATHER TREE 60CM,1.95,2,3.9,153.0,298.34999999999997,294.45,1.3071895424836601
879,GREEN METAL BOX ARMY SUPPLIES,8.25,6,49.5,187.0,1542.75,1493.25,3.2085561497326207
880,GREEN METAL SWINGING BUNNY,0.85,3,2.55,290.0,246.49999999999997,243.94999999999996,1.0344827586206897
881,GREEN POLKADOT BOWL,1.25,6,7.5,674.0,842.5,835.0,0.8902077151335311
882,GREEN REGENCY TEACUP AND SAUCER,2.95,58,171.10000000000002,2870.0,8466.500000000002,8295.400000000001,2.0209059233449476
883,GREEN VINTAGE SPOT BEAKER,0.72,1,0.72,804.0,578.88,578.16,0.12437810945273632
884,GREEN VINTAGE SPOT BEAKER,0.85,17,14.45,728.0,618.8,604.3499999999999,2.3351648351648353
885,"GREETING CARD, STICKY GORDON",0.19,12,2.28,133.0,25.27,22.99,9.022556390977442
886,GREY HEART HOT WATER BOTTLE,3.75,21,78.75,1306.0,4897.5,4818.75,1.6079632465543645
887,GREY HEART HOT WATER BOTTLE,4.25,6,25.5,1026.0,4360.5,4335.0,0.5847953216374269
888,GROW A FLYTRAP OR SUNFLOWER IN TIN,1.25,48,60.0,5332.0,6665.0,6605.0,0.9002250562640659
889,GROW YOUR OWN BASIL IN ENAMEL MUG,2.1,3,6.300000000000001,858.0,1801.8000000000002,1795.5000000000002,0.34965034965034963
890,GROW YOUR OWN FLOWERS SET OF 3,7.95,11,87.45,88.0,699.6,612.15,12.5
891,GROW YOUR OWN HERBS SET OF 3,7.95,2,15.9,138.0,1097.1000000000001,1081.2,1.4492753623188406
892,GROW YOUR OWN PLANT IN A CAN,1.25,29,36.25,595.0,743.75,707.5,4.873949579831933
893,GUMBALL COAT RACK,2.1,75,157.5,2558.0,5371.8,5214.3,2.931978107896794
894,GUMBALL COAT RACK,2.55,28,71.39999999999999,2403.0,6127.650000000001,6056.250000000001,1.1652101539741988
895,GUMBALL MAGAZINE RACK,6.75,25,168.75,211.0,1424.25,1255.5,11.848341232227488
896,GUMBALL MAGAZINE RACK,7.65,23,175.95000000000002,264.0,2019.6000000000001,1843.65,8.712121212121213
897,GUMBALL MONOCHROME COAT RACK,1.06,7,7.42,372.0,394.32,386.9,1.881720430107527
898,GUMBALL MONOCHROME COAT RACK,1.25,3,3.75,91.0,113.75,110.0,3.296703296703297
899,GYMKHANA TREASURE BOOK BOX,2.25,34,76.5,470.0,1057.5,981.0,7.234042553191489
900,HAIRCLIPS FORTIES FABRIC ASSORTED,0.65,6,3.9,530.0,344.5,340.6,1.1320754716981132
901,HAND OPEN SHAPE DECO.WHITE,3.49,1,3.49,8.0,27.92,24.43,12.5
902,HAND OVER THE CHOCOLATE   SIGN,1.69,48,81.12,252.0,425.88,344.76,19.047619047619047
903,HAND OVER THE CHOCOLATE   SIGN,1.85,2,3.7,1452.0,2686.2000000000003,2682.5000000000005,0.13774104683195593
904,HAND OVER THE CHOCOLATE   SIGN,2.1,24,50.400000000000006,3477.0,7301.700000000001,7251.300000000001,0.6902502157031924
905,HAND WARMER BABUSHKA DESIGN,0.85,96,81.6,2664.0,2264.4,2182.8,3.6036036036036037
906,HAND WARMER BABUSHKA DESIGN,1.85,1,1.85,288.0,532.8000000000001,530.95,0.3472222222222222
907,HAND WARMER BABUSHKA DESIGN,2.1,106,222.60000000000002,1438.0,3019.8,2797.2000000000003,7.37134909596662
908,HAND WARMER BIRD DESIGN,2.1,53,111.30000000000001,3672.0,7711.200000000001,7599.900000000001,1.443355119825708
909,HAND WARMER OWL DESIGN,1.85,1,1.85,2496.0,4617.6,4615.75,0.04006410256410256
910,HAND WARMER OWL DESIGN,2.1,122,256.20000000000005,4600.0,9660.0,9403.8,2.6521739130434785
911,HAND WARMER RED RETROSPOT,1.85,7,12.95,1056.0,1953.6000000000004,1940.6500000000003,0.6628787878787878
912,HAND WARMER RED RETROSPOT,2.1,10,21.0,2414.0,5069.400000000001,5048.400000000001,0.4142502071251036
913,HAND WARMER SCOTTY DOG DESIGN,1.85,96,177.60000000000002,1728.0,3196.8,3019.2000000000003,5.555555555555555
914,HAND WARMER SCOTTY DOG DESIGN,2.1,3,6.300000000000001,3716.0,7803.6,7797.3,0.08073196986006459
915,HAND WARMER UNION JACK,2.1,25,52.5,3138.0,6589.8,6537.3,0.7966857871255577
916,HANGING  BUTTERFLY T-LIGHT HOLDER,1.04,6,6.24,456.0,474.24,468.0,1.3157894736842104
917,HANGING  BUTTERFLY T-LIGHT HOLDER,1.25,4,5.0,770.0,962.5,957.5,0.5194805194805194
918,HANGING BAUBLE T-LIGHT HOLDER SMALL,2.1,36,75.60000000000001,203.0,426.3,350.7,17.733990147783253
919,HANGING CLEAR MINI BOTTLE,0.55,4,2.2,816.0,448.79999999999995,446.59999999999997,0.49019607843137253
920,HANGING CLEAR MINI BOTTLE,0.63,4,2.52,750.0,472.5,469.98,0.5333333333333333
921,HANGING FAIRY CAKE DECORATION,1.69,179,302.51,558.0,943.0200000000001,640.5100000000001,32.07885304659498
922,HANGING HEART BONHEUR,0.85,1,0.85,483.0,410.54999999999995,409.69999999999993,0.2070393374741201
923,HANGING HEART JAR T-LIGHT HOLDER,1.06,28,29.680000000000003,4846.0,5136.76,5107.08,0.5777961205117622
924,HANGING HEART JAR T-LIGHT HOLDER,1.25,99,123.75,5084.0,6355.0,6231.25,1.9472856018882772
925,HANGING HEART MIRROR DECORATION,0.65,2,1.3,1790.0,1163.5,1162.2,0.11173184357541899
926,HANGING HEART WITH BELL,0.39,48,18.72,3608.0,1407.12,1388.3999999999999,1.3303769401330376
927,HANGING HEART ZINC T-LIGHT HOLDER,0.64,5,3.2,1740.0,1113.6,1110.3999999999999,0.28735632183908044
928,HANGING HEART ZINC T-LIGHT HOLDER,0.85,20,17.0,5347.0,4544.95,4527.95,0.37404151860856555
929,HANGING JAM JAR T-LIGHT HOLDER,0.72,29,20.880000000000003,5316.0,3827.52,3806.64,0.545522949586155
930,HANGING JAM JAR T-LIGHT HOLDER,0.85,97,82.45,4348.0,3695.7999999999997,3613.35,2.230910763569457
931,HANGING JAM JAR T-LIGHT HOLDERS,0.85,3,2.55,853.0,725.05,722.5,0.3516998827667058
932,HANGING METAL HEART LANTERN,1.45,72,104.4,444.0,643.8,539.4,16.216216216216218
933,HANGING METAL HEART LANTERN,1.65,50,82.5,2239.0,3694.3499999999995,3611.8499999999995,2.2331397945511386
934,HANGING METAL STAR LANTERN,1.45,12,17.4,336.0,487.2,469.8,3.571428571428571
935,HANGING METAL STAR LANTERN,1.65,15,24.75,1123.0,1852.9499999999998,1828.1999999999998,1.335707925200356
936,HANGING QUILTED PATCHWORK APPLES,0.83,47,39.010000000000005,843.0,699.69,660.6800000000001,5.575326215895611
937,HANGING RIDGE GLASS T-LIGHT HOLDER,1.69,36,60.84,36.0,60.84,0.0,100.0
938,HANGING SPRING FLOWER EGG LARGE,0.85,28,23.799999999999997,673.0,572.05,548.25,4.160475482912332
939,HANGING SPRING FLOWER EGG SMALL,0.19,1,0.19,478.0,90.82,90.63,0.20920502092050208
940,HANGING SPRING FLOWER EGG SMALL,0.65,28,18.2,444.0,288.6,270.40000000000003,6.306306306306306
941,HANGING WOOD AND FELT FLOWER,0.12,1,0.12,1406.0,168.72,168.6,0.07112375533428165
942,HAPPY EASTER HANGING DECORATION,3.39,1,3.39,48.0,162.72,159.33,2.083333333333333
943,HAPPY EASTER HANGING DECORATION,3.75,6,22.5,135.0,506.25,483.75,4.444444444444445
944,HAPPY STENCIL CRAFT,1.25,1,1.25,1407.0,1758.75,1757.5,0.07107320540156362
945,HEART CALCULATOR,1.06,3,3.18,600.0,636.0,632.82,0.5
946,HEART CALCULATOR,1.25,13,16.25,322.0,402.5,386.25,4.037267080745342
947,HEART DECORATION RUSTIC HANGING,0.19,24,4.5600000000000005,3608.0,685.52,680.96,0.6651884700665188
948,HEART DECORATION WITH PEARLS,0.72,8,5.76,73.0,52.56,46.800000000000004,10.95890410958904
949,HEART DECORATION WITH PEARLS,0.85,97,82.45,1785.0,1517.25,1434.8,5.434173669467787
950,HEART FILIGREE DOVE  SMALL,1.25,34,42.5,4647.0,5808.75,5766.25,0.731654831073811
951,HEART FILIGREE DOVE LARGE,1.65,12,19.799999999999997,2206.0,3639.8999999999996,3620.0999999999995,0.543970988213962
952,HEART GARLAND RUSTIC PADDED,2.95,11,32.45,106.0,312.7,280.25,10.377358490566039
953,HEART IVORY TRELLIS LARGE,1.65,1,1.65,2441.0,4027.6499999999996,4025.9999999999995,0.04096681687832855
954,HEART MINI PORTRAIT FRAME,1.95,1,1.95,477.0,930.15,928.1999999999999,0.20964360587002098
955,HEART MIRROR ANTIQUE WHITE,7.5,2,15.0,175.0,1312.5,1297.5,1.1428571428571428
956,HEART OF WICKER LARGE,2.55,34,86.69999999999999,1420.0,3621.0,3534.3,2.3943661971830985
957,HEART OF WICKER LARGE,2.95,24,70.8,3978.0,11735.100000000002,11664.300000000003,0.603318250377074
958,HEART OF WICKER LARGE,3.2,10,32.0,1630.0,5216.0,5184.0,0.6134969325153374
959,HEART OF WICKER SMALL,1.45,74,107.30000000000001,3932.0,5701.4,5594.099999999999,1.8819938962360123
960,HEART OF WICKER SMALL,1.65,61,100.64999999999999,6878.0,11348.699999999999,11248.05,0.8868857225937773
961,HEART SHAPE WIRELESS DOORBELL,2.1,8,16.8,110.0,231.0,214.2,7.2727272727272725
962,HEART SHAPED HOLLY WREATH,4.15,1,4.15,697.0,2892.55,2888.4,0.1434720229555237
963,HEART STRING MEMO HOLDER HANGING,0.79,25,19.75,418.0,330.22,310.47,5.980861244019139
964,HEART T-LIGHT HOLDER,1.25,13,16.25,94.0,117.5,101.25,13.829787234042554
965,HEART T-LIGHT HOLDER WILLIE WINKIE,1.65,4,6.6,746.0,1230.8999999999999,1224.3,0.5361930294906166
966,HEART WOODEN CHRISTMAS DECORATION,0.72,192,138.24,24.0,17.28,-120.96000000000001,800.0
967,HEART WREATH DECORATION WITH BELL,1.25,60,75.0,1233.0,1541.25,1466.25,4.866180048661801
968,HEARTS  STICKERS,0.85,12,10.2,629.0,534.65,524.4499999999999,1.9077901430842605
969,HELLO SAILOR BLUE SOAP HOLDER,1.69,16,27.04,95.0,160.55,133.51000000000002,16.842105263157894
970,HEN HOUSE DECORATION,1.65,13,21.449999999999996,853.0,1407.4499999999998,1385.9999999999998,1.5240328253223916
971,HEN PARTY CORDON BARRIER TAPE,1.25,1,1.25,153.0,191.25,190.0,0.6535947712418301
972,HENRIETTA HEN MUG,1.65,4,6.6,257.0,424.04999999999995,417.44999999999993,1.556420233463035
973,HERB MARKER BASIL,0.55,1515,833.2500000000001,1515.0,833.2500000000001,0.0,100.0
974,HERB MARKER BASIL,0.65,12,7.800000000000001,1561.0,1014.6500000000001,1006.8500000000001,0.7687379884689303
975,HERB MARKER CHIVES,0.65,12,7.800000000000001,1431.0,930.15,922.35,0.8385744234800839
976,HERB MARKER MINT,0.65,12,7.800000000000001,1440.0,936.0,928.2,0.8333333333333334
977,HERB MARKER PARSLEY,0.65,12,7.800000000000001,1323.0,859.95,852.1500000000001,0.9070294784580499
978,HERB MARKER ROSEMARY,0.65,12,7.800000000000001,1605.0,1043.25,1035.45,0.7476635514018692
979,HERB MARKER THYME,0.65,12,7.800000000000001,1590.0,1033.5,1025.7,0.7547169811320755
980,HOLIDAY FUN LUDO,3.75,8,30.0,448.0,1680.0,1650.0,1.7857142857142856
981,HOME BUILDING BLOCK WORD,5.45,2,10.9,599.0,3264.5499999999997,3253.6499999999996,0.333889816360601
982,HOME BUILDING BLOCK WORD,5.95,7,41.65,1483.0,8823.85,8782.2,0.4720161834120027
983,HOME BUILDING BLOCK WORD,6.25,2,12.5,420.0,2625.0,2612.5,0.4761904761904762
984,HOME GARLAND PAINTED ZINC,0.85,24,20.4,168.0,142.79999999999998,122.39999999999998,14.285714285714285
985,HOME GARLAND PAINTED ZINC,1.65,12,19.799999999999997,121.0,199.64999999999998,179.84999999999997,9.917355371900827
986,HOME SMALL WOOD LETTERS,4.95,14,69.3,203.0,1004.85,935.5500000000001,6.896551724137931
987,HOME SWEET HOME 2 DRAWER CABINET,4.95,1,4.95,185.0,915.75,910.8,0.5405405405405406
988,HOME SWEET HOME BLACKBOARD,4.95,29,143.55,476.0,2356.2000000000003,2212.65,6.092436974789916
989,HOME SWEET HOME BOTTLE,2.08,1,2.08,354.0,736.32,734.24,0.2824858757062147
990,HOME SWEET HOME CUSHION COVER,3.75,21,78.75,717.0,2688.75,2610.0,2.928870292887029
991,HOME SWEET HOME HOOK,1.65,5,8.25,195.0,321.74999999999994,313.49999999999994,2.564102564102564
992,HOME SWEET HOME KEY HOLDER,6.25,3,18.75,143.0,893.75,875.0,2.097902097902098
993,HOME SWEET HOME METAL SIGN,2.95,6,17.700000000000003,960.0,2832.0000000000005,2814.3000000000006,0.625
994,HOME SWEET HOME MUG,1.06,972,1030.3200000000002,1944.0,2060.64,1030.3199999999997,50.0
995,HOME SWEET HOME MUG,1.25,60,75.0,1523.0,1903.75,1828.75,3.939592908732764
996,HOME SWEET HOME MUG,1.45,18,26.1,144.0,208.8,182.70000000000002,12.5
997,HOME SWEET HOME MUG,1.65,1,1.65,465.0,767.2499999999999,765.5999999999999,0.21505376344086022
998,HOMEMADE JAM SCENTED CANDLES,1.45,54,78.3,6423.0,9313.349999999999,9235.05,0.8407286314806165
999,HOT BATHS METAL SIGN,1.69,39,65.91,228.0,385.32000000000005,319.4100000000001,17.105263157894736
1000,HOT BATHS METAL SIGN,1.85,7,12.950000000000001,1524.0,2819.4000000000005,2806.4500000000007,0.45931758530183725
1001,HOT BATHS METAL SIGN,2.1,26,54.60000000000001,2407.0,5054.700000000001,5000.1,1.080182800166182
1002,HOT BATHS SOAP HOLDER,1.69,22,37.18,307.0,518.83,481.65000000000003,7.166123778501629
1003,HOT STUFF HOT WATER BOTTLE,3.75,2,7.5,279.0,1046.25,1038.75,0.7168458781362007
1004,HOT WATER BOTTLE BABUSHKA,4.25,36,153.0,298.0,1266.5,1113.5,12.080536912751679
1005,HOT WATER BOTTLE BABUSHKA,4.65,1,4.65,598.0,2780.7000000000003,2776.05,0.16722408026755853
1006,HOT WATER BOTTLE I AM SO POORLY,4.25,336,1428.0,966.0,4105.5,2677.5,34.78260869565217
1007,HOT WATER BOTTLE I AM SO POORLY,4.65,6,27.900000000000002,594.0,2762.1,2734.2,1.0101010101010102
1008,HOT WATER BOTTLE I AM SO POORLY,4.95,4,19.8,1274.0,6306.3,6286.5,0.3139717425431711
1009,HOT WATER BOTTLE KEEP CALM,4.15,24,99.6,2385.0,9897.75,9798.15,1.0062893081761006
1010,HOT WATER BOTTLE KEEP CALM,4.95,23,113.85,2677.0,13251.150000000001,13137.300000000001,0.8591707134852448
1011,HOT WATER BOTTLE TEA AND SYMPATHY,3.75,24,90.0,1060.0,3975.0,3885.0,2.2641509433962264
1012,HOT WATER BOTTLE TEA AND SYMPATHY,3.95,8,31.6,300.0,1185.0,1153.4,2.666666666666667
1013,HOT WATER BOTTLE TEA AND SYMPATHY,4.25,2,8.5,1456.0,6188.0,6179.5,0.13736263736263737
1014,HOUSE SHAPE PENCIL SHARPENER,0.06,48,2.88,1739.0,104.34,101.46000000000001,2.760207015526164
1015,HYACINTH BULB T-LIGHT CANDLES,0.42,80,33.6,1248.0,524.16,490.55999999999995,6.41025641025641
1016,I CAN ONLY PLEASE ONE PERSON MUG,1.25,26,32.5,1141.0,1426.25,1393.75,2.2787028921998247
1017,I LOVE LONDON BEAKER,1.25,22,27.5,395.0,493.75,466.25,5.5696202531645564
1018,I'M ON HOLIDAY METAL SIGN,2.1,12,25.200000000000003,1876.0,3939.6000000000004,3914.4000000000005,0.6396588486140725
1019,ICE CREAM BUBBLES,0.83,20,16.599999999999998,1347.0,1118.0099999999998,1101.4099999999999,1.4847809948032664
1020,ICE CREAM PEN LIP GLOSS,1.25,24,30.0,4979.0,6223.75,6193.75,0.48202450291223137
1021,ICE CREAM SUNDAE LIP GLOSS,1.25,4,5.0,5592.0,6990.0,6985.0,0.07153075822603719
1022,IF YOU CAN'T STAND THE HEAT MUG,1.06,72,76.32000000000001,144.0,152.64000000000001,76.32000000000001,50.0
1023,IF YOU CAN'T STAND THE HEAT MUG,1.25,19,23.75,296.0,370.0,346.25,6.418918918918918
1024,ILLUSTRATED CAT BOWL,2.55,1,2.55,378.0,963.9000000000001,961.3500000000001,0.26455026455026454
1025,IVORY CHANDELIER T-LIGHT HOLDER,1.0,192,192.0,240.0,240.0,48.0,80.0
1026,IVORY CHANDELIER T-LIGHT HOLDER,1.5,96,144.0,192.0,288.0,144.0,50.0
1027,IVORY DINER WALL CLOCK,7.65,318,2432.7000000000003,580.0,4437.0,2004.2999999999997,54.82758620689655
1028,IVORY DINER WALL CLOCK,8.5,26,221.0,716.0,6086.0,5865.0,3.6312849162011176
1029,IVORY ENCHANTED FOREST PLACEMAT,1.65,2,3.3,226.0,372.9,369.59999999999997,0.8849557522123894
1030,IVORY GIANT GARDEN THERMOMETER,5.95,15,89.25,466.0,2772.7000000000003,2683.4500000000003,3.2188841201716736
1031,IVORY HANGING DECORATION  BIRD,0.85,1,0.85,946.0,804.0999999999999,803.2499999999999,0.10570824524312897
1032,IVORY HANGING DECORATION  HEART,0.85,2,1.7,2928.0,2488.7999999999997,2487.1,0.06830601092896176
1033,IVORY KITCHEN SCALES,7.65,12,91.80000000000001,398.0,3044.7000000000003,2952.9,3.015075376884422
1034,IVORY KITCHEN SCALES,8.5,9,76.5,927.0,7879.5,7803.0,0.9708737864077669
1035,IVORY PILLAR CANDLE SILVER FLOCK,2.95,6,17.700000000000003,169.0,498.55000000000007,480.8500000000001,3.5502958579881656
1036,IVORY RETRO KITCHEN WALL CLOCK,8.15,2,16.3,52.0,423.8,407.5,3.8461538461538463
1037,IVORY SWEETHEART SOAP DISH,2.49,1,2.49,111.0,276.39,273.9,0.9009009009009009
1038,IVORY SWEETHEART WIRE LETTER RACK,3.75,7,26.25,440.0,1650.0,1623.75,1.5909090909090908
1039,IVORY WICKER HEART LARGE,1.65,2,3.3,1842.0,3039.2999999999997,3035.9999999999995,0.10857763300760044
1040,IVORY WICKER HEART MEDIUM,1.25,12,15.0,1872.0,2340.0,2325.0,0.641025641025641
1041,IVORY WIRE KITCHEN ORGANISER,9.15,1,9.15,55.0,503.2500000000001,494.10000000000014,1.8181818181818181
1042,IVORY WIRE KITCHEN ORGANISER,10.4,1,10.4,53.0,551.2,540.8000000000001,1.8867924528301887
1043,IVY HEART WREATH,6.75,4,27.0,11.0,74.25,47.25,36.36363636363637
1044,JAM CLOCK MAGNET,2.89,4,11.56,144.0,416.16,404.6,2.7777777777777777
1045,JAM JAR WITH GREEN LID,0.72,51,36.72,708.0,509.76000000000005,473.0400000000001,7.203389830508475
1046,JAM JAR WITH GREEN LID,0.85,54,45.9,1323.0,1124.55,1078.6499999999999,4.081632653061225
1047,JAM JAR WITH PINK LID,0.72,1,0.72,732.0,527.0400000000001,526.32,0.1366120218579235
1048,JAM JAR WITH PINK LID,0.85,53,45.05,1464.0,1244.3999999999999,1199.35,3.6202185792349724
1049,JAM MAKING SET PRINTED,1.25,271,338.75,3084.0,3855.0,3516.25,8.78728923476005
1050,JAM MAKING SET PRINTED,1.45,51,73.95,7233.0,10487.849999999999,10413.899999999998,0.7051016175860638
1051,JAM MAKING SET WITH JARS,3.75,68,255.0,2816.0,10560.0,10305.0,2.414772727272727
1052,JAM MAKING SET WITH JARS,4.25,121,514.25,2715.0,11538.75,11024.5,4.456721915285451
1053,JARDIN ETCHED GLASS FRUITBOWL,3.95,8,31.6,99.0,391.05,359.45,8.080808080808081
1054,JARDIN ETCHED GLASS FRUITBOWL,8.95,1,8.95,12.0,107.4,98.45,8.333333333333332
1055,JET BLACK LAS VEGAS NECKLACE 45CM,5.95,2,11.9,4.0,23.8,11.9,50.0
1056,JIGSAW RABBIT AND BIRDHOUSE,0.59,1,0.59,284.0,167.56,166.97,0.35211267605633806
1057,JIGSAW RABBIT AND BIRDHOUSE,1.65,18,29.699999999999996,149.0,245.84999999999997,216.14999999999998,12.080536912751679
1058,JIGSAW TOADSTOOLS 3 PIECE,0.59,16,9.44,300.0,177.0,167.56,5.333333333333334
1059,JIGSAW TOADSTOOLS 3 PIECE,1.65,8,13.2,51.0,84.14999999999999,70.94999999999999,15.686274509803921
1060,JIGSAW TREE WITH BIRDHOUSE,0.59,5,2.9499999999999997,412.0,243.08,240.13000000000002,1.2135922330097086
1062,JIGSAW TREE WITH BIRDHOUSE,1.45,17,24.65,253.0,366.84999999999997,342.2,6.719367588932807
1064,JIGSAW TREE WITH WATERING CAN,0.85,13,11.049999999999999,109.0,92.64999999999999,81.6,11.926605504587156
1065,JINGLE BELL HEART ANTIQUE SILVER,1.79,120,214.8,1688.0,3021.52,2806.72,7.109004739336493
1066,JINGLE BELL HEART DECORATION,1.65,28,46.199999999999996,3524.0,5814.599999999999,5768.4,0.7945516458569807
1067,JUMBO  BAG BAROQUE BLACK WHITE,1.65,2,3.3,2810.0,4636.5,4633.2,0.0711743772241993
1068,JUMBO  BAG BAROQUE BLACK WHITE,1.79,232,415.28,4367.0,7816.93,7401.650000000001,5.312571559422945
1069,JUMBO  BAG BAROQUE BLACK WHITE,1.95,42,81.9,1299.0,2533.05,2451.15,3.233256351039261
1070,JUMBO  BAG BAROQUE BLACK WHITE,2.08,4,8.32,3167.0,6587.360000000001,6579.040000000001,0.12630249447426586
1071,JUMBO BAG 50'S CHRISTMAS,1.79,200,358.0,2490.0,4457.1,4099.1,8.032128514056225
1072,JUMBO BAG 50'S CHRISTMAS,2.08,52,108.16000000000001,5294.0,11011.52,10903.36,0.9822440498677748
1073,JUMBO BAG ALPHABET,1.79,550,984.5,4860.0,8699.4,7714.9,11.316872427983538
1074,JUMBO BAG ALPHABET,2.08,43,89.44,5288.0,10999.04,10909.6,0.813161875945537
1075,JUMBO BAG APPLES,1.79,571,1022.09,5740.0,10274.6,9252.51,9.94773519163763
